atlasId,atlasName,cohortId,name
1311002,saxagliptin,1311002,dpp4i/ID1311002
1311001,saxagliptin,1311001,dpp4i/ID1311001
1310000,saxagliptin,1310000,dpp4i/ID1310000
1310100,saxagliptin,1310100,dpp4i/ID1310100
1310300,saxagliptin,1310300,dpp4i/ID1310300
1310010,saxagliptin,1310010,dpp4i/ID1310010
1310030,saxagliptin,1310030,dpp4i/ID1310030
1310002,saxagliptin,1310002,dpp4i/ID1310002
1310001,saxagliptin,1310001,dpp4i/ID1310001
1321000,saxagliptin,1321000,dpp4i/ID1321000
1321100,saxagliptin,1321100,dpp4i/ID1321100
1321300,saxagliptin,1321300,dpp4i/ID1321300
1321010,saxagliptin,1321010,dpp4i/ID1321010
1321030,saxagliptin,1321030,dpp4i/ID1321030
1321002,saxagliptin,1321002,dpp4i/ID1321002
1321001,saxagliptin,1321001,dpp4i/ID1321001
1320000,saxagliptin,1320000,dpp4i/ID1320000
1320100,saxagliptin,1320100,dpp4i/ID1320100
1320300,saxagliptin,1320300,dpp4i/ID1320300
1320010,saxagliptin,1320010,dpp4i/ID1320010
1320030,saxagliptin,1320030,dpp4i/ID1320030
1320002,saxagliptin,1320002,dpp4i/ID1320002
1320001,saxagliptin,1320001,dpp4i/ID1320001
1411000,sitagliptin,1411000,dpp4i/ID1411000
1411100,sitagliptin,1411100,dpp4i/ID1411100
1411300,sitagliptin,1411300,dpp4i/ID1411300
1411010,sitagliptin,1411010,dpp4i/ID1411010
1411030,sitagliptin,1411030,dpp4i/ID1411030
1411002,sitagliptin,1411002,dpp4i/ID1411002
1411001,sitagliptin,1411001,dpp4i/ID1411001
1410000,sitagliptin,1410000,dpp4i/ID1410000
1410100,sitagliptin,1410100,dpp4i/ID1410100
1410300,sitagliptin,1410300,dpp4i/ID1410300
1410010,sitagliptin,1410010,dpp4i/ID1410010
1410030,sitagliptin,1410030,dpp4i/ID1410030
1410002,sitagliptin,1410002,dpp4i/ID1410002
1410001,sitagliptin,1410001,dpp4i/ID1410001
1421000,sitagliptin,1421000,dpp4i/ID1421000
1421100,sitagliptin,1421100,dpp4i/ID1421100
1421300,sitagliptin,1421300,dpp4i/ID1421300
1421010,sitagliptin,1421010,dpp4i/ID1421010
1421030,sitagliptin,1421030,dpp4i/ID1421030
1421002,sitagliptin,1421002,dpp4i/ID1421002
1421001,sitagliptin,1421001,dpp4i/ID1421001
1420000,sitagliptin,1420000,dpp4i/ID1420000
1420100,sitagliptin,1420100,dpp4i/ID1420100
1420300,sitagliptin,1420300,dpp4i/ID1420300
1420010,sitagliptin,1420010,dpp4i/ID1420010
1420030,sitagliptin,1420030,dpp4i/ID1420030
1420002,sitagliptin,1420002,dpp4i/ID1420002
1420001,sitagliptin,1420001,dpp4i/ID1420001
1511000,vildagliptin,1511000,dpp4i/ID1511000
1511100,vildagliptin,1511100,dpp4i/ID1511100
1511300,vildagliptin,1511300,dpp4i/ID1511300
1511010,vildagliptin,1511010,dpp4i/ID1511010
1511030,vildagliptin,1511030,dpp4i/ID1511030
1511002,vildagliptin,1511002,dpp4i/ID1511002
1511001,vildagliptin,1511001,dpp4i/ID1511001
1510000,vildagliptin,1510000,dpp4i/ID1510000
1510100,vildagliptin,1510100,dpp4i/ID1510100
1510300,vildagliptin,1510300,dpp4i/ID1510300
1510010,vildagliptin,1510010,dpp4i/ID1510010
1510030,vildagliptin,1510030,dpp4i/ID1510030
1510002,vildagliptin,1510002,dpp4i/ID1510002
1510001,vildagliptin,1510001,dpp4i/ID1510001
1521000,vildagliptin,1521000,dpp4i/ID1521000
1521100,vildagliptin,1521100,dpp4i/ID1521100
1521300,vildagliptin,1521300,dpp4i/ID1521300
1521010,vildagliptin,1521010,dpp4i/ID1521010
1521030,vildagliptin,1521030,dpp4i/ID1521030
1521002,vildagliptin,1521002,dpp4i/ID1521002
1521001,vildagliptin,1521001,dpp4i/ID1521001
1520000,vildagliptin,1520000,dpp4i/ID1520000
1520100,vildagliptin,1520100,dpp4i/ID1520100
1520300,vildagliptin,1520300,dpp4i/ID1520300
1520010,vildagliptin,1520010,dpp4i/ID1520010
1520030,vildagliptin,1520030,dpp4i/ID1520030
1520002,vildagliptin,1520002,dpp4i/ID1520002
1520001,vildagliptin,1520001,dpp4i/ID1520001
2111000,albiglutide,2111000,glp1ra/ID2111000
2111100,albiglutide,2111100,glp1ra/ID2111100
2111300,albiglutide,2111300,glp1ra/ID2111300
2111010,albiglutide,2111010,glp1ra/ID2111010
2111030,albiglutide,2111030,glp1ra/ID2111030
2111002,albiglutide,2111002,glp1ra/ID2111002
2111001,albiglutide,2111001,glp1ra/ID2111001
2110000,albiglutide,2110000,glp1ra/ID2110000
2110100,albiglutide,2110100,glp1ra/ID2110100
2110300,albiglutide,2110300,glp1ra/ID2110300
2110010,albiglutide,2110010,glp1ra/ID2110010
2110030,albiglutide,2110030,glp1ra/ID2110030
2110002,albiglutide,2110002,glp1ra/ID2110002
2110001,albiglutide,2110001,glp1ra/ID2110001
2121000,albiglutide,2121000,glp1ra/ID2121000
2121100,albiglutide,2121100,glp1ra/ID2121100
2121300,albiglutide,2121300,glp1ra/ID2121300
2121010,albiglutide,2121010,glp1ra/ID2121010
2121030,albiglutide,2121030,glp1ra/ID2121030
2121002,albiglutide,2121002,glp1ra/ID2121002
2121001,albiglutide,2121001,glp1ra/ID2121001
2120000,albiglutide,2120000,glp1ra/ID2120000
2120100,albiglutide,2120100,glp1ra/ID2120100
2120300,albiglutide,2120300,glp1ra/ID2120300
2120010,albiglutide,2120010,glp1ra/ID2120010
2120030,albiglutide,2120030,glp1ra/ID2120030
2120002,albiglutide,2120002,glp1ra/ID2120002
2120001,albiglutide,2120001,glp1ra/ID2120001
2211000,dulaglutide,2211000,glp1ra/ID2211000
2211100,dulaglutide,2211100,glp1ra/ID2211100
2211300,dulaglutide,2211300,glp1ra/ID2211300
2211010,dulaglutide,2211010,glp1ra/ID2211010
2211030,dulaglutide,2211030,glp1ra/ID2211030
2211002,dulaglutide,2211002,glp1ra/ID2211002
2211001,dulaglutide,2211001,glp1ra/ID2211001
2210000,dulaglutide,2210000,glp1ra/ID2210000
2210100,dulaglutide,2210100,glp1ra/ID2210100
2210300,dulaglutide,2210300,glp1ra/ID2210300
2210010,dulaglutide,2210010,glp1ra/ID2210010
2210030,dulaglutide,2210030,glp1ra/ID2210030
2210002,dulaglutide,2210002,glp1ra/ID2210002
2210001,dulaglutide,2210001,glp1ra/ID2210001
2221000,dulaglutide,2221000,glp1ra/ID2221000
2221100,dulaglutide,2221100,glp1ra/ID2221100
2221300,dulaglutide,2221300,glp1ra/ID2221300
2221010,dulaglutide,2221010,glp1ra/ID2221010
2221030,dulaglutide,2221030,glp1ra/ID2221030
2221002,dulaglutide,2221002,glp1ra/ID2221002
2221001,dulaglutide,2221001,glp1ra/ID2221001
2220000,dulaglutide,2220000,glp1ra/ID2220000
2220100,dulaglutide,2220100,glp1ra/ID2220100
2220300,dulaglutide,2220300,glp1ra/ID2220300
2220010,dulaglutide,2220010,glp1ra/ID2220010
2220030,dulaglutide,2220030,glp1ra/ID2220030
2220002,dulaglutide,2220002,glp1ra/ID2220002
2220001,dulaglutide,2220001,glp1ra/ID2220001
2311000,exenatide,2311000,glp1ra/ID2311000
2311100,exenatide,2311100,glp1ra/ID2311100
2311300,exenatide,2311300,glp1ra/ID2311300
2311010,exenatide,2311010,glp1ra/ID2311010
2311030,exenatide,2311030,glp1ra/ID2311030
2311002,exenatide,2311002,glp1ra/ID2311002
2311001,exenatide,2311001,glp1ra/ID2311001
2310000,exenatide,2310000,glp1ra/ID2310000
2310100,exenatide,2310100,glp1ra/ID2310100
2310300,exenatide,2310300,glp1ra/ID2310300
2310010,exenatide,2310010,glp1ra/ID2310010
2310030,exenatide,2310030,glp1ra/ID2310030
2310002,exenatide,2310002,glp1ra/ID2310002
2310001,exenatide,2310001,glp1ra/ID2310001
2321000,exenatide,2321000,glp1ra/ID2321000
2321100,exenatide,2321100,glp1ra/ID2321100
2321300,exenatide,2321300,glp1ra/ID2321300
2321010,exenatide,2321010,glp1ra/ID2321010
2321030,exenatide,2321030,glp1ra/ID2321030
2321002,exenatide,2321002,glp1ra/ID2321002
2321001,exenatide,2321001,glp1ra/ID2321001
2320000,exenatide,2320000,glp1ra/ID2320000
2320100,exenatide,2320100,glp1ra/ID2320100
2320300,exenatide,2320300,glp1ra/ID2320300
2320010,exenatide,2320010,glp1ra/ID2320010
2320030,exenatide,2320030,glp1ra/ID2320030
2320002,exenatide,2320002,glp1ra/ID2320002
2320001,exenatide,2320001,glp1ra/ID2320001
2411000,liraglutide,2411000,glp1ra/ID2411000
2411100,liraglutide,2411100,glp1ra/ID2411100
2411300,liraglutide,2411300,glp1ra/ID2411300
2411010,liraglutide,2411010,glp1ra/ID2411010
2411030,liraglutide,2411030,glp1ra/ID2411030
2411002,liraglutide,2411002,glp1ra/ID2411002
2411001,liraglutide,2411001,glp1ra/ID2411001
2410000,liraglutide,2410000,glp1ra/ID2410000
2410100,liraglutide,2410100,glp1ra/ID2410100
2410300,liraglutide,2410300,glp1ra/ID2410300
2410010,liraglutide,2410010,glp1ra/ID2410010
2410030,liraglutide,2410030,glp1ra/ID2410030
2410002,liraglutide,2410002,glp1ra/ID2410002
2410001,liraglutide,2410001,glp1ra/ID2410001
2421000,liraglutide,2421000,glp1ra/ID2421000
2421100,liraglutide,2421100,glp1ra/ID2421100
2421300,liraglutide,2421300,glp1ra/ID2421300
2421010,liraglutide,2421010,glp1ra/ID2421010
2421030,liraglutide,2421030,glp1ra/ID2421030
2421002,liraglutide,2421002,glp1ra/ID2421002
2421001,liraglutide,2421001,glp1ra/ID2421001
2420000,liraglutide,2420000,glp1ra/ID2420000
2420100,liraglutide,2420100,glp1ra/ID2420100
2420300,liraglutide,2420300,glp1ra/ID2420300
2420010,liraglutide,2420010,glp1ra/ID2420010
2420030,liraglutide,2420030,glp1ra/ID2420030
2420002,liraglutide,2420002,glp1ra/ID2420002
2420001,liraglutide,2420001,glp1ra/ID2420001
2511000,lixisenatide,2511000,glp1ra/ID2511000
2511100,lixisenatide,2511100,glp1ra/ID2511100
2511300,lixisenatide,2511300,glp1ra/ID2511300
2511010,lixisenatide,2511010,glp1ra/ID2511010
2511030,lixisenatide,2511030,glp1ra/ID2511030
2511002,lixisenatide,2511002,glp1ra/ID2511002
2511001,lixisenatide,2511001,glp1ra/ID2511001
2510000,lixisenatide,2510000,glp1ra/ID2510000
2510100,lixisenatide,2510100,glp1ra/ID2510100
2510300,lixisenatide,2510300,glp1ra/ID2510300
2510010,lixisenatide,2510010,glp1ra/ID2510010
2510030,lixisenatide,2510030,glp1ra/ID2510030
2510002,lixisenatide,2510002,glp1ra/ID2510002
2510001,lixisenatide,2510001,glp1ra/ID2510001
2521000,lixisenatide,2521000,glp1ra/ID2521000
2521100,lixisenatide,2521100,glp1ra/ID2521100
2521300,lixisenatide,2521300,glp1ra/ID2521300
2521010,lixisenatide,2521010,glp1ra/ID2521010
2521030,lixisenatide,2521030,glp1ra/ID2521030
2521002,lixisenatide,2521002,glp1ra/ID2521002
2521001,lixisenatide,2521001,glp1ra/ID2521001
2520000,lixisenatide,2520000,glp1ra/ID2520000
2520100,lixisenatide,2520100,glp1ra/ID2520100
2520300,lixisenatide,2520300,glp1ra/ID2520300
2520010,lixisenatide,2520010,glp1ra/ID2520010
2520030,lixisenatide,2520030,glp1ra/ID2520030
2520002,lixisenatide,2520002,glp1ra/ID2520002
2520001,lixisenatide,2520001,glp1ra/ID2520001
2611000,semaglutide,2611000,glp1ra/ID2611000
2611100,semaglutide,2611100,glp1ra/ID2611100
2611300,semaglutide,2611300,glp1ra/ID2611300
2611010,semaglutide,2611010,glp1ra/ID2611010
2611030,semaglutide,2611030,glp1ra/ID2611030
2611002,semaglutide,2611002,glp1ra/ID2611002
2611001,semaglutide,2611001,glp1ra/ID2611001
2610000,semaglutide,2610000,glp1ra/ID2610000
2610100,semaglutide,2610100,glp1ra/ID2610100
2610300,semaglutide,2610300,glp1ra/ID2610300
2610010,semaglutide,2610010,glp1ra/ID2610010
2610030,semaglutide,2610030,glp1ra/ID2610030
2610002,semaglutide,2610002,glp1ra/ID2610002
2610001,semaglutide,2610001,glp1ra/ID2610001
2621000,semaglutide,2621000,glp1ra/ID2621000
2621100,semaglutide,2621100,glp1ra/ID2621100
2621300,semaglutide,2621300,glp1ra/ID2621300
2621010,semaglutide,2621010,glp1ra/ID2621010
2621030,semaglutide,2621030,glp1ra/ID2621030
2621002,semaglutide,2621002,glp1ra/ID2621002
2621001,semaglutide,2621001,glp1ra/ID2621001
2620000,semaglutide,2620000,glp1ra/ID2620000
2620100,semaglutide,2620100,glp1ra/ID2620100
2620300,semaglutide,2620300,glp1ra/ID2620300
2620010,semaglutide,2620010,glp1ra/ID2620010
2620030,semaglutide,2620030,glp1ra/ID2620030
2620002,semaglutide,2620002,glp1ra/ID2620002
2620001,semaglutide,2620001,glp1ra/ID2620001
2711000,tirzepatide,2711000,glp1ra/ID2711000
2711100,tirzepatide,2711100,glp1ra/ID2711100
2711300,tirzepatide,2711300,glp1ra/ID2711300
2711010,tirzepatide,2711010,glp1ra/ID2711010
2711030,tirzepatide,2711030,glp1ra/ID2711030
2711002,tirzepatide,2711002,glp1ra/ID2711002
2711001,tirzepatide,2711001,glp1ra/ID2711001
2710000,tirzepatide,2710000,glp1ra/ID2710000
2710100,tirzepatide,2710100,glp1ra/ID2710100
2710300,tirzepatide,2710300,glp1ra/ID2710300
2710010,tirzepatide,2710010,glp1ra/ID2710010
2710030,tirzepatide,2710030,glp1ra/ID2710030
2710002,tirzepatide,2710002,glp1ra/ID2710002
2710001,tirzepatide,2710001,glp1ra/ID2710001
2721000,tirzepatide,2721000,glp1ra/ID2721000
2721100,tirzepatide,2721100,glp1ra/ID2721100
2721300,tirzepatide,2721300,glp1ra/ID2721300
2721010,tirzepatide,2721010,glp1ra/ID2721010
2721030,tirzepatide,2721030,glp1ra/ID2721030
2721002,tirzepatide,2721002,glp1ra/ID2721002
2721001,tirzepatide,2721001,glp1ra/ID2721001
2720000,tirzepatide,2720000,glp1ra/ID2720000
2720100,tirzepatide,2720100,glp1ra/ID2720100
2720300,tirzepatide,2720300,glp1ra/ID2720300
2720010,tirzepatide,2720010,glp1ra/ID2720010
2720030,tirzepatide,2720030,glp1ra/ID2720030
2720002,tirzepatide,2720002,glp1ra/ID2720002
2720001,tirzepatide,2720001,glp1ra/ID2720001
2811000,efpeglenatide,2811000,glp1ra/ID2811000
2811100,efpeglenatide,2811100,glp1ra/ID2811100
2811300,efpeglenatide,2811300,glp1ra/ID2811300
2811010,efpeglenatide,2811010,glp1ra/ID2811010
2811030,efpeglenatide,2811030,glp1ra/ID2811030
2811002,efpeglenatide,2811002,glp1ra/ID2811002
2811001,efpeglenatide,2811001,glp1ra/ID2811001
2810000,efpeglenatide,2810000,glp1ra/ID2810000
2810100,efpeglenatide,2810100,glp1ra/ID2810100
2810300,efpeglenatide,2810300,glp1ra/ID2810300
2810010,efpeglenatide,2810010,glp1ra/ID2810010
2810030,efpeglenatide,2810030,glp1ra/ID2810030
2810002,efpeglenatide,2810002,glp1ra/ID2810002
2810001,efpeglenatide,2810001,glp1ra/ID2810001
2821000,efpeglenatide,2821000,glp1ra/ID2821000
2821100,efpeglenatide,2821100,glp1ra/ID2821100
2821300,efpeglenatide,2821300,glp1ra/ID2821300
2821010,efpeglenatide,2821010,glp1ra/ID2821010
2821030,efpeglenatide,2821030,glp1ra/ID2821030
2821002,efpeglenatide,2821002,glp1ra/ID2821002
2821001,efpeglenatide,2821001,glp1ra/ID2821001
2820000,efpeglenatide,2820000,glp1ra/ID2820000
2820100,efpeglenatide,2820100,glp1ra/ID2820100
2820300,efpeglenatide,2820300,glp1ra/ID2820300
2820010,efpeglenatide,2820010,glp1ra/ID2820010
2820030,efpeglenatide,2820030,glp1ra/ID2820030
2820002,efpeglenatide,2820002,glp1ra/ID2820002
2820001,efpeglenatide,2820001,glp1ra/ID2820001
3111000,canagliflozin,3111000,sglt2i/ID3111000
3111100,canagliflozin,3111100,sglt2i/ID3111100
3111300,canagliflozin,3111300,sglt2i/ID3111300
3111010,canagliflozin,3111010,sglt2i/ID3111010
3111030,canagliflozin,3111030,sglt2i/ID3111030
3111002,canagliflozin,3111002,sglt2i/ID3111002
3111001,canagliflozin,3111001,sglt2i/ID3111001
3110000,canagliflozin,3110000,sglt2i/ID3110000
3110100,canagliflozin,3110100,sglt2i/ID3110100
3110300,canagliflozin,3110300,sglt2i/ID3110300
3110010,canagliflozin,3110010,sglt2i/ID3110010
3110030,canagliflozin,3110030,sglt2i/ID3110030
3110002,canagliflozin,3110002,sglt2i/ID3110002
3110001,canagliflozin,3110001,sglt2i/ID3110001
3121000,canagliflozin,3121000,sglt2i/ID3121000
3121100,canagliflozin,3121100,sglt2i/ID3121100
3121300,canagliflozin,3121300,sglt2i/ID3121300
3121010,canagliflozin,3121010,sglt2i/ID3121010
3121030,canagliflozin,3121030,sglt2i/ID3121030
3121002,canagliflozin,3121002,sglt2i/ID3121002
3121001,canagliflozin,3121001,sglt2i/ID3121001
3120000,canagliflozin,3120000,sglt2i/ID3120000
3120100,canagliflozin,3120100,sglt2i/ID3120100
3120300,canagliflozin,3120300,sglt2i/ID3120300
3120010,canagliflozin,3120010,sglt2i/ID3120010
3120030,canagliflozin,3120030,sglt2i/ID3120030
3120002,canagliflozin,3120002,sglt2i/ID3120002
3120001,canagliflozin,3120001,sglt2i/ID3120001
3211000,dapagliflozin,3211000,sglt2i/ID3211000
3211100,dapagliflozin,3211100,sglt2i/ID3211100
3211300,dapagliflozin,3211300,sglt2i/ID3211300
3211010,dapagliflozin,3211010,sglt2i/ID3211010
3211030,dapagliflozin,3211030,sglt2i/ID3211030
3211002,dapagliflozin,3211002,sglt2i/ID3211002
3211001,dapagliflozin,3211001,sglt2i/ID3211001
3210000,dapagliflozin,3210000,sglt2i/ID3210000
3210100,dapagliflozin,3210100,sglt2i/ID3210100
3210300,dapagliflozin,3210300,sglt2i/ID3210300
3210010,dapagliflozin,3210010,sglt2i/ID3210010
3210030,dapagliflozin,3210030,sglt2i/ID3210030
3210002,dapagliflozin,3210002,sglt2i/ID3210002
3210001,dapagliflozin,3210001,sglt2i/ID3210001
3221000,dapagliflozin,3221000,sglt2i/ID3221000
3221100,dapagliflozin,3221100,sglt2i/ID3221100
3221300,dapagliflozin,3221300,sglt2i/ID3221300
3221010,dapagliflozin,3221010,sglt2i/ID3221010
3221030,dapagliflozin,3221030,sglt2i/ID3221030
3221002,dapagliflozin,3221002,sglt2i/ID3221002
3221001,dapagliflozin,3221001,sglt2i/ID3221001
3220000,dapagliflozin,3220000,sglt2i/ID3220000
3220100,dapagliflozin,3220100,sglt2i/ID3220100
3220300,dapagliflozin,3220300,sglt2i/ID3220300
3220010,dapagliflozin,3220010,sglt2i/ID3220010
3220030,dapagliflozin,3220030,sglt2i/ID3220030
3220002,dapagliflozin,3220002,sglt2i/ID3220002
3220001,dapagliflozin,3220001,sglt2i/ID3220001
3311000,empagliflozin,3311000,sglt2i/ID3311000
3311100,empagliflozin,3311100,sglt2i/ID3311100
3311300,empagliflozin,3311300,sglt2i/ID3311300
3311010,empagliflozin,3311010,sglt2i/ID3311010
3311030,empagliflozin,3311030,sglt2i/ID3311030
3311002,empagliflozin,3311002,sglt2i/ID3311002
3311001,empagliflozin,3311001,sglt2i/ID3311001
3310000,empagliflozin,3310000,sglt2i/ID3310000
3310100,empagliflozin,3310100,sglt2i/ID3310100
3310300,empagliflozin,3310300,sglt2i/ID3310300
3310010,empagliflozin,3310010,sglt2i/ID3310010
3310030,empagliflozin,3310030,sglt2i/ID3310030
3310002,empagliflozin,3310002,sglt2i/ID3310002
3310001,empagliflozin,3310001,sglt2i/ID3310001
3321000,empagliflozin,3321000,sglt2i/ID3321000
3321100,empagliflozin,3321100,sglt2i/ID3321100
3321300,empagliflozin,3321300,sglt2i/ID3321300
3321010,empagliflozin,3321010,sglt2i/ID3321010
3321030,empagliflozin,3321030,sglt2i/ID3321030
3321002,empagliflozin,3321002,sglt2i/ID3321002
3321001,empagliflozin,3321001,sglt2i/ID3321001
3320000,empagliflozin,3320000,sglt2i/ID3320000
3320100,empagliflozin,3320100,sglt2i/ID3320100
3320300,empagliflozin,3320300,sglt2i/ID3320300
3320010,empagliflozin,3320010,sglt2i/ID3320010
3320030,empagliflozin,3320030,sglt2i/ID3320030
3320002,empagliflozin,3320002,sglt2i/ID3320002
3320001,empagliflozin,3320001,sglt2i/ID3320001
3411000,ertugliflozin,3411000,sglt2i/ID3411000
3411100,ertugliflozin,3411100,sglt2i/ID3411100
3411300,ertugliflozin,3411300,sglt2i/ID3411300
3411010,ertugliflozin,3411010,sglt2i/ID3411010
3411030,ertugliflozin,3411030,sglt2i/ID3411030
3411002,ertugliflozin,3411002,sglt2i/ID3411002
3411001,ertugliflozin,3411001,sglt2i/ID3411001
3410000,ertugliflozin,3410000,sglt2i/ID3410000
3410100,ertugliflozin,3410100,sglt2i/ID3410100
3410300,ertugliflozin,3410300,sglt2i/ID3410300
3410010,ertugliflozin,3410010,sglt2i/ID3410010
3410030,ertugliflozin,3410030,sglt2i/ID3410030
3410002,ertugliflozin,3410002,sglt2i/ID3410002
3410001,ertugliflozin,3410001,sglt2i/ID3410001
3421000,ertugliflozin,3421000,sglt2i/ID3421000
3421100,ertugliflozin,3421100,sglt2i/ID3421100
3421300,ertugliflozin,3421300,sglt2i/ID3421300
3421010,ertugliflozin,3421010,sglt2i/ID3421010
3421030,ertugliflozin,3421030,sglt2i/ID3421030
3421002,ertugliflozin,3421002,sglt2i/ID3421002
3421001,ertugliflozin,3421001,sglt2i/ID3421001
3420000,ertugliflozin,3420000,sglt2i/ID3420000
3420100,ertugliflozin,3420100,sglt2i/ID3420100
3420300,ertugliflozin,3420300,sglt2i/ID3420300
3420010,ertugliflozin,3420010,sglt2i/ID3420010
3420030,ertugliflozin,3420030,sglt2i/ID3420030
3420002,ertugliflozin,3420002,sglt2i/ID3420002
3420001,ertugliflozin,3420001,sglt2i/ID3420001
4111000,chlorpropamide,4111000,su/ID4111000
4111100,chlorpropamide,4111100,su/ID4111100
4111300,chlorpropamide,4111300,su/ID4111300
4111010,chlorpropamide,4111010,su/ID4111010
4111030,chlorpropamide,4111030,su/ID4111030
4111002,chlorpropamide,4111002,su/ID4111002
4111001,chlorpropamide,4111001,su/ID4111001
4110000,chlorpropamide,4110000,su/ID4110000
4110100,chlorpropamide,4110100,su/ID4110100
4110300,chlorpropamide,4110300,su/ID4110300
4110010,chlorpropamide,4110010,su/ID4110010
4110030,chlorpropamide,4110030,su/ID4110030
4110002,chlorpropamide,4110002,su/ID4110002
4110001,chlorpropamide,4110001,su/ID4110001
4121000,chlorpropamide,4121000,su/ID4121000
4121100,chlorpropamide,4121100,su/ID4121100
4121300,chlorpropamide,4121300,su/ID4121300
4121010,chlorpropamide,4121010,su/ID4121010
4121030,chlorpropamide,4121030,su/ID4121030
4121002,chlorpropamide,4121002,su/ID4121002
4121001,chlorpropamide,4121001,su/ID4121001
4120000,chlorpropamide,4120000,su/ID4120000
4120100,chlorpropamide,4120100,su/ID4120100
4120300,chlorpropamide,4120300,su/ID4120300
4120010,chlorpropamide,4120010,su/ID4120010
4120030,chlorpropamide,4120030,su/ID4120030
4120002,chlorpropamide,4120002,su/ID4120002
4120001,chlorpropamide,4120001,su/ID4120001
4211000,glimepiride,4211000,su/ID4211000
4211100,glimepiride,4211100,su/ID4211100
4211300,glimepiride,4211300,su/ID4211300
4211010,glimepiride,4211010,su/ID4211010
4211030,glimepiride,4211030,su/ID4211030
4211002,glimepiride,4211002,su/ID4211002
4211001,glimepiride,4211001,su/ID4211001
4210000,glimepiride,4210000,su/ID4210000
4210100,glimepiride,4210100,su/ID4210100
4210300,glimepiride,4210300,su/ID4210300
4210010,glimepiride,4210010,su/ID4210010
4210030,glimepiride,4210030,su/ID4210030
4210002,glimepiride,4210002,su/ID4210002
4210001,glimepiride,4210001,su/ID4210001
4221000,glimepiride,4221000,su/ID4221000
4221100,glimepiride,4221100,su/ID4221100
4221300,glimepiride,4221300,su/ID4221300
4221010,glimepiride,4221010,su/ID4221010
4221030,glimepiride,4221030,su/ID4221030
4221002,glimepiride,4221002,su/ID4221002
4221001,glimepiride,4221001,su/ID4221001
4220000,glimepiride,4220000,su/ID4220000
4220100,glimepiride,4220100,su/ID4220100
4220300,glimepiride,4220300,su/ID4220300
4220010,glimepiride,4220010,su/ID4220010
