atlasid,atlasname,cohortid,name
4410010,gliquidone,4410010,su/id4410010
4410030,gliquidone,4410030,su/id4410030
4410100,gliquidone,4410100,su/id4410100
4410300,gliquidone,4410300,su/id4410300
4411000,gliquidone,4411000,su/id4411000
4411001,gliquidone,4411001,su/id4411001
4411002,gliquidone,4411002,su/id4411002
4411010,gliquidone,4411010,su/id4411010
4411030,gliquidone,4411030,su/id4411030
4411100,gliquidone,4411100,su/id4411100
4411300,gliquidone,4411300,su/id4411300
4420000,gliquidone,4420000,su/id4420000
4420001,gliquidone,4420001,su/id4420001
4420002,gliquidone,4420002,su/id4420002
4420010,gliquidone,4420010,su/id4420010
4420030,gliquidone,4420030,su/id4420030
4420100,gliquidone,4420100,su/id4420100
4420300,gliquidone,4420300,su/id4420300
4421000,gliquidone,4421000,su/id4421000
4421001,gliquidone,4421001,su/id4421001
4421002,gliquidone,4421002,su/id4421002
4421010,gliquidone,4421010,su/id4421010
4421030,gliquidone,4421030,su/id4421030
4421100,gliquidone,4421100,su/id4421100
4421300,gliquidone,4421300,su/id4421300
4510000,glyburide,4510000,su/id4510000
4510001,glyburide,4510001,su/id4510001
4510002,glyburide,4510002,su/id4510002
4510010,glyburide,4510010,su/id4510010
4510030,glyburide,4510030,su/id4510030
4510100,glyburide,4510100,su/id4510100
4510300,glyburide,4510300,su/id4510300
4511000,glyburide,4511000,su/id4511000
4511001,glyburide,4511001,su/id4511001
4511002,glyburide,4511002,su/id4511002
4511010,glyburide,4511010,su/id4511010
4511030,glyburide,4511030,su/id4511030
4511100,glyburide,4511100,su/id4511100
4511300,glyburide,4511300,su/id4511300
4520000,glyburide,4520000,su/id4520000
4520001,glyburide,4520001,su/id4520001
4520002,glyburide,4520002,su/id4520002
4520010,glyburide,4520010,su/id4520010
4520030,glyburide,4520030,su/id4520030
4520100,glyburide,4520100,su/id4520100
4520300,glyburide,4520300,su/id4520300
4521000,glyburide,4521000,su/id4521000
4521001,glyburide,4521001,su/id4521001
4521002,glyburide,4521002,su/id4521002
4521010,glyburide,4521010,su/id4521010
4521030,glyburide,4521030,su/id4521030
4521100,glyburide,4521100,su/id4521100
4521300,glyburide,4521300,su/id4521300
4610000,tolazamide,4610000,su/id4610000
4610001,tolazamide,4610001,su/id4610001
4610002,tolazamide,4610002,su/id4610002
4610010,tolazamide,4610010,su/id4610010
4610030,tolazamide,4610030,su/id4610030
4610100,tolazamide,4610100,su/id4610100
4610300,tolazamide,4610300,su/id4610300
4611000,tolazamide,4611000,su/id4611000
4611001,tolazamide,4611001,su/id4611001
4611002,tolazamide,4611002,su/id4611002
4611010,tolazamide,4611010,su/id4611010
4611030,tolazamide,4611030,su/id4611030
4611100,tolazamide,4611100,su/id4611100
4611300,tolazamide,4611300,su/id4611300
4620000,tolazamide,4620000,su/id4620000
4620001,tolazamide,4620001,su/id4620001
4620002,tolazamide,4620002,su/id4620002
4620010,tolazamide,4620010,su/id4620010
4620030,tolazamide,4620030,su/id4620030
4620100,tolazamide,4620100,su/id4620100
4620300,tolazamide,4620300,su/id4620300
4621000,tolazamide,4621000,su/id4621000
4621001,tolazamide,4621001,su/id4621001
4621002,tolazamide,4621002,su/id4621002
4621010,tolazamide,4621010,su/id4621010
4621030,tolazamide,4621030,su/id4621030
4621100,tolazamide,4621100,su/id4621100
4621300,tolazamide,4621300,su/id4621300
4710000,tolbutamide,4710000,su/id4710000
4710001,tolbutamide,4710001,su/id4710001
4710002,tolbutamide,4710002,su/id4710002
4710010,tolbutamide,4710010,su/id4710010
4710030,tolbutamide,4710030,su/id4710030
4710100,tolbutamide,4710100,su/id4710100
4710300,tolbutamide,4710300,su/id4710300
4711000,tolbutamide,4711000,su/id4711000
4711001,tolbutamide,4711001,su/id4711001
4711002,tolbutamide,4711002,su/id4711002
4711010,tolbutamide,4711010,su/id4711010
4711030,tolbutamide,4711030,su/id4711030
4711100,tolbutamide,4711100,su/id4711100
4711300,tolbutamide,4711300,su/id4711300
4720000,tolbutamide,4720000,su/id4720000
4720001,tolbutamide,4720001,su/id4720001
4720002,tolbutamide,4720002,su/id4720002
4720010,tolbutamide,4720010,su/id4720010
4720030,tolbutamide,4720030,su/id4720030
4720100,tolbutamide,4720100,su/id4720100
4720300,tolbutamide,4720300,su/id4720300
4721000,tolbutamide,4721000,su/id4721000
4721001,tolbutamide,4721001,su/id4721001
4721002,tolbutamide,4721002,su/id4721002
4721010,tolbutamide,4721010,su/id4721010
4721030,tolbutamide,4721030,su/id4721030
4721100,tolbutamide,4721100,su/id4721100
4721300,tolbutamide,4721300,su/id4721300
